,Texto
0,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 56/2021 NOVA DATA A presente licitação tem por objeto a aquisição de material permanente aquisição de equipamentos para aparelhamento / substituição / melhoramento do Laboratório de Solos ( NULSO ) do Departamento de Estradas de Rodagem do Distrito Federal ( DER / DF ) , tudo conforme especificado no Edital e em seus anexos . Processo SEI nº 0011300005906/ 2021-95 . Data e horário para recebimento das propostas : até 09h00min do dia 13 de julho de 2021 , com valor estimado de R$ 26.833,33 . O respectivo Edital poderá ser retirado exclusivamente nos endereços eletrônicos www.der.df.gov.br e www.licitacoese.com.br . Demais informações no próprio Edital . Brasília / DF , 29 de junho de 2021 ANA HILDA DO CARMO SILVA Diretora"
1,"AVISO DE LICITAÇÃO Procedimento Licitatório Eletrônico nº 09/2021 DECOMP / DA do tipo menor preço , modo de disputa aberto , para contratação de empresa especializada para execução das instalações provisórias de Contingenciamento para obra de Reforma da Feira do Núcleo Bandeirante , devidamente especificado no Projeto Básico e no Edital e seus anexos . Valor estimado da contratação R$ 511.074,77 - processo 00112-00012660/ 2021-36 . Data e horário da licitação : 21 de julho de 2021 - às 09:00h . O Departamento de Compras da NOVACAP torna público que realizará o certame acima e que o Edital e seus anexos poderão ser retirados exclusivamente nos sites www.licitacoes-e.com.br e www.novacap.df.gov.br . Informações : ( 061 ) 3403-2321 ou ( 061 ) 3403-2322 e e-mail dilic@novacap.df.gov.br . Brasília / DF , 29 de junho de 2021 SHIRLEY DE FARIA SOARES DE CARVALHO Chefe"
2,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO SRP Nº 01/2021 - UASG 926209 Objeto : Registro de Preços para a aquisição de suprimentos para impressão ( Impressoras e Plotters ) , a fim de atender as necessidades da Secretaria de Estado de Desenvolvimento Urbano e Habitação do Distrito Federal , conforme especificações constantes no Termo Referência Anexo I do Edital . Valor total estimado : R$ 187.916,36 . Tipo de Licitação : Menor Preço Por Item . Elemento de Despesa : 44.90.52 . Prazo de vigência da Ata de Registro de Preços : 12 ( doze ) meses . Processo 00390-00000127/ 2020-16 . Abertura das Propostas : 13/07/2021 , às 10:00h . O edital poderá ser retirado no endereço eletrônico www.comprasgovernamentais.gov.br . Informações pelo telefone : ( 61 ) 3214-4043 . Brasília / DF , 28 de junho de 2021 HENRIQUE DUARTE DE OLIVEIRA Pregoeiro"
3,"AVISO DE ABERTURA DE LICITAÇÃO SISTEMA DE REGISTRO DE PREÇOS PREGÃO ELETRÔNICO Nº 08/2021 - ( UASG : 926314 ) Processo : 00401-00003779/ 2021-44 . Objeto : Contratação de serviços especializados de transporte rodoviário local de carga , sob demanda , para atender às necessidades da Defensoria Pública do Distrito Federal , mediante Sistema de Registro de Preços ( SRP ) , conforme condições , quantidades e exigências estabelecidas no Edital e seus anexos . A despesa com a execução do objeto desta licitação é estimada em R$ 134.300,21 ( cento e trinta e quatro mil e trezentos reais e vinte e um centavos ) para custo total da contratação . Tipo de Licitação : menor preço por item . Horário e data de abertura do certame : 14h00 , do dia 12 de julho de 2021 . O Edital poderá ser retirado nos endereços eletrônicos www.comprasgovernamentais.gov.br e http://transparencia.defensoria.df.gov.br/. CINTHIA MARIA S. D. DE OLIVEIRA Pregoeira"
4,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 53/2021 - UASG 974002 O Pregoeiro comunica aos interessados que a fim de atender aos órgãos e entidades que compõem o Complexo Administrativo do Distrito Federal , a Subsecretaria de Compras Governamentais SCG / SPLAN / SEEC operacionalizará licitação do PE 053/2021 , no sistema Comprasnet , cujo objeto é o de Registro de Preços para a eventual contratação de empresa especializada para Expansão de Solução Integrada de Segurança de Redes composta de cluster de firewalls tipo chassi , com licenciamento , garantia e suporte técnico por 36 meses para equipamentos novos e legado , visando atender as necessidades da Subsecretaria de Tecnologia da Informação e Comunicação - SUTIC da Secretaria de Estado de Economia do Distrito Federal , conforme condições e especificações constantes do Edital e seus Anexos , decorrente do Contrato de Empréstimo nº 3040 / OC-BR , celebrado no dia 29/02/2016 , entre o Banco Interamericano de Desenvolvimento ( BID ) e a República Federativa do Brasil , para financiamento do PRODEFAZ / PROFISCO-DF , de acordo com as condições e características constante no Edital e seus anexos . Valor estimado : R$ 33.140.640,08 . Tipo de Licitação : Menor Preço por lote . Elemento de Despesa : 33.90.39 . Abertura das propostas dia 21/06/2021 , às 9h30min . Processo 0004000033884/ 2020-91 . O edital poderá ser retirado no endereço eletrônico www.comprasgovernamentais.gov.br . Informações pelo e-mail : pregoeirosulog14@economia.df.gov.br . Brasília / DF , 07 de junho de 2021 EDMAR FIRMINO LIMA"
5,"AVISO DE ABERTURA DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 09/2021 Processo : 00050-00031571/ 2020-61 TIPO : Menor Preço . MODO DE DISPUTA : Aberto . OBJETO : Contratação de empresas especializadas em serviço de reformas diversas , bem como aquisição com instalação de coberturas para viaturas dentro das dependências do Edifício Sede da Secretaria de Segurança Pública do Distrito Federal VALOR ESTIMADO : R$ 209.722,62 ( duzentos e nove mil setecentos e vinte e dois reais e sessenta e dois centavos ) . PRAZOS : De entrega : 75(setenta e cinco ) dias para reforma do piso e 30(trinta ) dias para aquisição com instalação de sombreador para carros , contados da assinatura do Contrato ou do recebimento da Nota de Empenho . Do Contrato : 150 ( cento e cinquenta)dias a partir da data da assinatura . DATA DA SESSÃO PÚBLICA : 21/06/2021 às 10:00 horas no www.gov.br/compras . UASG 450107 . Edital também está disponível no http://www.ssp.df.gov.br/licitacoes/. Brasília / DF , 07 de junho de 2021 AMILCAR UBIRATAN URACH VIEIRA Coordenador"
6,"AVISOS DE LICITAÇÃO ABERTURA PREGÃO ELETRÔNICO Nº 37/2021 Processo : 00053-00050527/ 2021-57 - CBMDF . TIPO : Menor preço . OBJETO : Aquisição de materiais de consumo diversos para atividade de clínica geral ( acabamento e polimento ) ( cunhas , brocas de acabamento e polimento , pasta de polimento , etc ) , para utilização na Policlínica Odontológica do CBMDF , conforme Edital e anexos . VALOR ESTIMADO : R$ 91.385,22 ; PROGRAMA DE TRABALHO : PT28.845.0903.00FM.0053 ; ELEMENTO DE DESPESA 33.90.30 ; FONTE DO RECURSO : 0151 FCDF . O DICOA informa a ABERTURA da licitação , para o dia 18/06/2021 às 13:30h . LOCAL : site : www.gov.br/compras/pt-br . RETIRADA DO EDITAL pela internet , nos sites www.cbm.df.gov.br e www.gov.br/compras/pt-br . UASG : 170394 . Inf . : ( 61 ) 3901-3614 . HÉLIO PEREIRA LIMA Diretor"
7,"AVISOS DE LICITAÇÃO ABERTURA PREGÃO ELETRÔNICO Nº 43/2021 Processo : 00053-00061557/ 2021-99 - CBMDF . TIPO : Menor preço . OBJETO : Aquisição de scanners de documentos para o CBMDF , conforme Edital e anexos . VALOR ESTIMADO : R$ 173.627,68 ; PROGRAMA DE TRABALHO : 28.845.0903.00NR.0053 ; ELEMENTO DE DESPESA 44.90.52.45 ; FONTE DO RECURSO : 100 FCDF . O DICOA informa a ABERTURA da licitação , para o dia 21/06/2021 às 13:30h . LOCAL : site : www.gov.br/compras/pt-br . RETIRADA DO EDITAL pela internet , nos sites www.cbm.df.gov.br e www.gov.br/compras/pt-br . UASG : 170394 . Inf . : ( 61 ) 3901-3614 . HÉLIO PEREIRA LIMA Diretor"
8,"AVISO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 25/2021 Processo 00052-00002732/ 2021-34 . OBJETO : Contratação de empresa especializada para a prestação de serviço de preparação e fornecimento de alimentações diárias para pessoas privadas de liberdade , custodiadas na Divisão de Controle e Custódia de Presos do Departamento de Atividades Especiais da PCDF e nas Delegacias da Criança e do Adolescente I e II , conforme especificações e condições estabelecidas no termo de referência constante do Anexo I do Edital . TIPO : Menor Preço . Valor estimado da licitação : R$ 1.937.854,80 ( um milhão , novecentos e trinta e sete mil oitocentos e cinquenta e quatro reais e oitenta centavos ) . Natureza de Despesa : 33.90.39 , Fonte : 100 . Programa de Trabalho 28.845.0903.00NR.0053 Manutenção da Polícia Civil do Distrito Federal . Unidade Orçamentária : 73.901 Fundo Constitucional do Distrito Federal . UASG 926015 . Prazo de execução : conforme Termo de Referência . Data limite do recebimento das propostas : 21 de junho de 2021 , às 14:00h . O Edital , com todos seus anexos , deverá ser obtido nos sites www.comprasnet.gov.br e www.pcdf.df.gov.br ou ainda na Comissão Permanente de Licitação , localizada no SPO , Conjunto A , Lote 23 , Edifício da Direção Geral , 3º Andar , Complexo da PCDF , Brasília-DF , nos dias úteis , das 12h às 18h30min , através de mídia , a qual deverá ser fornecida pelo interessado . Maiores informações na CPL / PCDF fones : 3207-4071/4046 . Brasília / DF , 07 de junho de 2021 JÚNIA MARIA DE ALMEIDA SANTOS Pregoeira"
9,"AVISO DE ABERTURA PREGÃO ELETRÔNICO Nº 15/2021 Encontra-se a disposição dos interessados , no site www.comprasgovernamentais.gov.br , o seguinte Edital : Processo : 00055-00044695/ 2020-76 . UASG : 926142 . Tipo : Menor Preço Global . Objeto : Aquisição de 04 ( quatro ) veículos tipo caminhões auto socorro tipo guincho , conforme condições , especificações , quantidades e exigências estabelecidas no Termo de Referência e seus anexos , constantes do ANEXO A do Edital . Abertura : 18 de junho de 2021 , às 09:00 horas . Valor total estimado : R$ 2.250.333,33 . As empresas e/ou representantes interessadas no edital obrigam-se a acompanhar o Diário Oficial do Distrito Federal sobre possíveis alterações . Mais informações e-mail licitacao@detran.df.gov.br . Brasília / DF , 07 de junho de 2021 EDUARDO DA CRUZ OLIVEIRA Pregoeiro"
